ARG Name	Drug Class	Resistance Mechanism	Updated Resistance Mechanism
GES	cephalosporin;carbapenem;penam	antibiotic inactivation	antibiotic inactivation
GOB	carbapenem;cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
IMP	cephamycin;penem;carbapenem;cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
IND	carbapenem	antibiotic inactivation	antibiotic inactivation
KHM	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	antibiotic inactivation
KPC	cephalosporin;carbapenem;penam;monobactam	antibiotic inactivation	antibiotic inactivation
L1	cephalosporin	antibiotic inactivation	antibiotic inactivation
Lactamase_B	beta_lactam	Beta-Lactamase	antibiotic inactivation
Lactamase_B_2	beta_lactam	Beta-Lactamase	antibiotic inactivation
LRA	penicillin;cephalosporin;carbapenem	antibiotic inactivation	antibiotic inactivation
MacrolideGlycosyltransfer	macrolide	antibiotic inactivation	antibiotic inactivation
macrolide_glycosyl	macrolide	antibiotic inactivation	antibiotic inactivation
MoxA	beta_lactam	Beta-Lactamase	antibiotic inactivation
mprF	peptide	antibiotic target alteration	antibiotic target alteration
NDM-CcrA	carbapenem	antibiotic inactivation	antibiotic inactivation
PC1	penam	antibiotic inactivation	antibiotic inactivation
QuinoloneResistanceProteinQnr	fluoroquinolone	antibiotic target protection	antibiotic target protection
Qnr	fluoroquinolone	antibiotic target protection	antibiotic target protection
Sfh	carbapenem	antibiotic inactivation	antibiotic inactivation
SHV-LEN	cephalosporin;carbapenem;penam	antibiotic inactivation	antibiotic inactivation
SME	carbapenem	antibiotic inactivation	antibiotic inactivation
SPM	carbapenem	antibiotic inactivation	antibiotic inactivation
SubclassB1	penicillin;cephalosporin;carbapenem	antibiotic inactivation	antibiotic inactivation
SubclassB2	carbapenem	antibiotic inactivation	antibiotic inactivation
SubclassB3	penicillin;cephalosporin;carbapenem	antibiotic inactivation	antibiotic inactivation
TEM	penam	antibiotic inactivation	antibiotic inactivation
TetM-TetW-TetO-TetS	tetracycline	antibiotic target protection	antibiotic target protection
tet_ribosomoal_protect	tetracycline	antibiotic target protection	antibiotic target protection
Tetracycline_Resistance_Ribosomal_Protection_Protein	tetracycline	antibiotic target protection	antibiotic target protection
TetX	glycylcycline;tetracycline	antibiotic inactivation	antibiotic inactivation
vanA	glycopeptide	antibiotic target alteration	antibiotic target alteration
vanB	glycopeptide	antibiotic target alteration	antibiotic target alteration
vanC	glycopeptide	antibiotic target alteration	antibiotic target alteration
vanD	glycopeptide	antibiotic target alteration	antibiotic target alteration
vanT	glycopeptide	antibiotic target alteration	antibiotic target alteration
vanX	glycopeptide	antibiotic target alteration	antibiotic target alteration
vanY	glycopeptide	antibiotic target alteration	antibiotic target alteration
vanZ	glycopeptide	antibiotic target alteration	antibiotic target alteration
VEB-PER	penem;monobactam;carbapenem;cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
VIM	cephamycin;penem;carbapenem;cephalosporin;penam	antibiotic inactivation	antibiotic inactivation
ANT	aminoglycoside	antibiotic inactivation	antibiotic inactivation
Aminoglyc_resit	kanamycin;gentamicin;tobramycin	Adenylyltransferase	antibiotic inactivation
TE_Inactivator	tetracycline	antibiotic inactivation	antibiotic inactivation
APH3''	aminoglycoside	antibiotic inactivation	antibiotic inactivation
APH3'	aminoglycoside	antibiotic inactivation	antibiotic inactivation
ArmA_Rmt	aminoglycoside	antibiotic target alteration	antibiotic target alteration
